9,

0.100000,0.500000,0.100000,
0.000000,1.500000,3.000000,
0.000000,2.000000,0.000000,

0.090000,0.500000,0.090000,
0.040000,2.000000,3.050000,
0.000000,2.000000,0.000000,

0.290000,0.090000,0.190000,
-0.090000,1.900000,3.050000,
0.000000,2.000000,0.000000,

0.300000,0.100000,0.300000,
0.050000,2.300000,3.050000,
3.000000,3.000000,0.000000,

0.300000,0.100000,0.300000,
-0.250000,2.330000,3.050000,
3.000000,0.000000,0.000000,

0.290000,0.090000,0.290000,
0.340000,2.330000,3.050000,
3.000000,0.000000,0.000000,

0.290000,0.090000,0.290000,
0.040000,2.330000,3.350000,
3.000000,0.000000,0.000000,

0.290000,0.090000,0.290000,
0.040000,2.330000,2.750000,
3.000000,0.000000,0.000000,

0.290000,0.090000,0.190000,
0.170000,1.800000,3.050000,
0.000000,2.000000,0.000000,

